65.61,64.77,63.6,62.76,62.27,61.95,61.71,-1.0,-1.47,-1.68,-1.91,-2.07,-2.21,63.64,-0.55,-0.85,-0.95,576.75,576.75,367.25,362.25,485.75,482.25,4.36,6.88,7.02,68.16,67.43,66.03,65.24,64.7,64.34,64.07,-1.25,-1.72,-1.81,-2.0,-2.13,-2.25,66.125,-0.57,-0.85,-0.95,597.25,597.0,374.75,370.25,508.25,504.75,4.36,6.65,7.02,69.38,68.81,67.26,66.4,65.81,65.44,65.15,-1.41,-1.85,-1.87,-2.0,-2.09,-2.19,67.28,-0.6,-0.85,-0.95,606.0,605.75,379.75,373.25,518.0,517.25,4.47,6.65,7.27,70.425,69.71,68.31,67.38,66.69,66.26,65.93,-1.51,-1.84,-1.84,-1.92,-2.03,-2.12,68.415,-0.6,-0.85,-0.95,617.75,617.5,382.75,376.5,528.0,527.75,4.47,6.88,7.02,68.495,67.76,66.64,65.73,65.07,64.63,64.3,-1.71,-1.85,-1.85,-1.89,-1.97,-2.07,66.72,-0.6,-0.85,-0.95,604.75,604.5,374.25,370.5,511.75,511.25,4.58,6.65,7.02
72.45,72.91,72.22,71.59,71.05,70.55,70.15,-0.51,-0.82,-1.13,-1.28,-1.39,-1.51,72.815,0.2,0.0,-0.1,638.0,638.0,413.5,414.25,576.25,574.0,4.47,8.25,7.04,71.59,71.97,71.46,70.85,70.31,69.82,69.44,-0.59,-0.91,-1.22,-1.34,-1.45,-1.56,71.98,0.4,0.1,0.0,629.25,628.75,412.0,411.5,574.5,569.0,4.8,7.57,7.04,71.2,71.89,71.17,70.51,69.95,69.45,69.06,-0.81,-1.05,-1.29,-1.37,-1.47,-1.58,71.505,0.4,0.1,0.1,622.0,622.0,407.5,407.5,571.75,568.25,4.85,7.34,7.04,74.31,75.04,74.3,73.63,73.04,72.5,72.04,-0.88,-1.13,-1.39,-1.47,-1.52,-1.61,74.5,0.25,0.1,0.1,645.25,645.5,429.25,428.25,594.75,592.0,4.85,6.88,7.27,73.735,74.41,73.7,73.11,72.59,72.11,71.71,-0.88,-1.12,-1.36,-1.44,-1.52,-1.61,73.705,-0.05,0.05,0.05,643.25,644.0,425.75,422.0,588.0,585.75,4.91,6.88,7.68
67.99,68.4,67.63,67.24,66.95,66.72,66.5,-0.59,-0.6,-0.76,-0.96,-1.05,-1.18,67.52,0.2,0.1,0.0,603.5,604.75,402.5,401.75,537.5,536.0,5.24,5.98,5.91,66.52,67.13,66.51,66.17,65.94,65.73,65.54,-0.42,-0.48,-0.67,-0.88,-0.98,-1.11,66.185,0.25,0.05,0.0,598.0,599.0,397.75,395.75,528.0,526.0,5.24,5.98,5.91,67.68,67.95,67.32,66.96,66.72,66.51,66.31,-0.43,-0.46,-0.66,-0.88,-0.97,-1.12,67.125,0.1,0.03,0.0,606.5,607.75,398.75,398.0,541.75,537.25,5.35,5.98,5.45,67.73,67.8,67.36,67.05,66.81,66.61,66.43,-0.35,-0.42,-0.6,-0.82,-0.94,-1.09,66.79,-0.2,-0.1,-0.1,607.0,608.75,396.5,396.0,549.0,542.75,5.46,6.9,5.91,67.005,67.19,66.81,66.54,66.31,66.15,65.99,-0.29,-0.36,-0.52,-0.75,-0.87,-1.03,65.965,-0.15,-0.1,-0.1,605.0,606.0,390.25,390.5,541.75,538.25,5.68,6.9,5.91
65.065,65.97,66.31,66.34,66.22,66.16,66.08,-0.34,-0.53,-0.7,-0.91,-1.13,-1.29,65.03,-0.6,-0.7,-0.7,624.25,623.0,400.25,399.25,522.75,520.25,7.2,8.74,7.23,65.375,66.49,66.66,66.66,66.54,66.47,66.37,-0.38,-0.57,-0.73,-0.95,-1.16,-1.29,65.515,-0.45,-0.6,-0.6,622.5,621.5,399.5,398.25,527.0,524.75,6.99,8.74,7.23,64.405,65.3,65.43,65.41,65.29,65.24,65.16,-0.44,-0.61,-0.75,-0.97,-1.2,-1.35,64.365,-0.45,-0.6,-0.6,614.5,613.75,390.75,390.0,514.5,511.5,6.88,9.43,7.23,64.155,64.82,64.98,64.94,64.79,64.71,64.63,-0.35,-0.55,-0.69,-0.91,-1.14,-1.3,63.91,-0.5,-0.6,-0.6,606.5,605.5,384.0,382.25,507.0,504.0,6.77,9.66,7.23,67.065,67.16,67.28,67.19,67.01,66.89,66.76,-0.26,-0.44,-0.56,-0.77,-0.98,-1.13,66.375,-0.4,-0.57,-0.6,621.75,621.0,400.75,399.25,526.25,524.0,6.77,9.66,7.45
62.195,62.19,62.21,62.28,62.33,62.28,62.23,-0.35,-0.67,-1.0,-1.23,-1.44,-1.56,61.64,0.0,-0.4,-0.45,585.5,584.25,369.5,368.25,483.5,483.25,5.46,8.05,8.54,62.345,62.26,62.1,62.16,62.21,62.15,62.1,-0.39,-0.69,-1.03,-1.24,-1.44,-1.55,61.795,-0.05,-0.45,-0.5,579.0,577.75,369.75,367.75,480.75,481.0,5.57,8.97,8.54,61.4,61.33,61.21,61.29,61.36,61.32,61.3,-0.5,-0.8,-1.12,-1.31,-1.5,-1.63,60.765,-0.29,-0.55,-0.6,571.75,571.25,363.75,361.75,466.0,468.25,5.62,8.97,8.54,59.705,59.72,59.6,59.71,59.81,59.82,59.84,-0.46,-0.76,-1.11,-1.36,-1.56,-1.68,59.18,-0.1,-0.42,-0.48,554.75,554.5,349.5,347.5,450.75,453.0,5.78,8.97,8.54,61.495,61.4,61.37,61.49,61.59,61.59,61.59,-0.55,-0.86,-1.21,-1.44,-1.63,-1.76,61.035,-0.15,-0.48,-0.48,567.25,567.5,358.5,358.0,462.5,468.75,5.89,9.2,8.54
50.21,51.62,52.1,52.36,52.69,52.96,53.16,-1.28,-1.57,-1.83,-2.12,-2.35,-2.49,51.225,-0.05,-0.6,-0.6,490.25,490.25,286.5,286.75,422.25,420.25,6.25,12.78,13.6,51.585,53.07,53.5,53.72,54.06,54.32,54.51,-1.38,-1.63,-1.87,-2.13,-2.34,-2.48,52.71,-0.05,-0.6,-0.6,504.75,503.5,297.25,296.75,436.75,434.0,6.44,12.78,13.6,51.23,52.83,53.09,53.33,53.63,53.92,54.16,-1.5,-1.7,-1.82,-2.08,-2.33,-2.47,52.355,-0.05,-0.6,-0.6,509.0,506.75,295.0,294.75,430.5,427.25,6.58,13.98,12.18,52.965,54.82,55.12,55.37,55.66,55.91,56.11,-1.71,-1.86,-1.93,-2.14,-2.32,-2.45,54.22,0.0,-0.8,-0.8,525.0,521.0,304.5,303.25,449.25,445.75,6.86,13.98,12.18,55.83,57.54,57.52,57.7,57.93,58.14,58.29,-1.71,-1.86,-1.97,-2.19,-2.37,-2.49,56.64,-0.4,-0.75,-0.75,543.5,538.0,315.5,313.5,463.5,460.0,6.86,13.98,10.96
57.3,58.7,58.8,58.99,59.18,59.39,59.57,-0.97,-1.45,-1.73,-1.88,-2.08,-2.22,57.605,-0.35,-0.8,-0.8,556.25,552.0,349.75,345.25,456.0,462.0,8.25,8.79,12.99,58.55,59.58,59.91,60.09,60.27,60.46,60.62,-0.9,-1.33,-1.62,-1.78,-1.95,-2.08,58.895,-0.45,-0.95,-0.95,566.0,561.5,352.5,348.0,459.0,465.25,8.06,8.19,12.99,58.355,59.57,59.84,60.05,60.22,60.4,60.56,-0.92,-1.48,-1.75,-1.92,-2.09,-2.21,58.915,-0.15,-0.6,-0.6,574.5,566.25,354.5,351.5,453.25,459.75,8.06,8.19,13.4,59.38,60.61,60.78,60.96,61.08,61.23,61.35,-1.22,-1.68,-1.82,-1.96,-2.09,-2.18,60.115,-0.1,-0.6,-0.6,596.0,578.5,363.25,360.0,460.0,466.75,7.88,7.99,14.21,59.605,60.77,60.88,61.02,61.18,61.36,61.51,-1.2,-1.62,-1.82,-1.96,-2.11,-2.17,60.215,-0.1,-0.6,-0.6,606.0,584.75,365.0,361.75,462.25,469.0,7.88,7.59,13.7
75.495,75.66,76.09,76.11,76.14,76.12,76.07,-1.52,-1.77,-1.92,-1.99,-2.01,-2.04,74.665,-0.65,-0.95,-0.95,714.0,707.5,450.25,447.0,601.75,602.0,8.25,8.99,9.99,75.835,76.16,76.29,76.29,76.29,76.24,76.16,-1.53,-1.77,-1.9,-1.96,-1.97,-1.98,74.345,-1.07,-1.0,-1.0,706.0,700.25,447.0,443.25,613.0,613.5,8.25,8.79,9.34,77.84,77.3,77.38,77.35,77.3,77.21,77.1,-1.55,-1.8,-1.93,-1.98,-2.0,-1.98,75.485,-1.03,-1.0,-1.0,714.75,709.25,456.5,451.5,620.25,622.75,7.23,8.79,9.2,77.64,77.02,77.04,76.98,76.9,76.78,76.67,-1.68,-1.93,-2.04,-2.1,-2.13,-2.13,75.07,-1.15,-1.1,-1.1,716.0,710.75,461.0,452.0,614.75,617.25,6.72,9.59,9.01,77.61,76.93,76.98,76.95,76.9,76.83,76.76,-1.68,-1.92,-2.05,-2.09,-2.09,-2.14,74.895,-1.4,-1.2,-1.2,710.75,706.5,459.25,447.75,617.75,621.5,6.35,9.59,8.61
83.645,82.79,82.87,82.35,81.93,81.63,81.34,-2.11,-2.34,-2.57,-2.78,-2.84,-2.9,81.375,-1.76,-1.38,-1.28,722.75,723.75,455.5,454.25,706.25,708.5,4.49,6.79,8.06,81.835,81.57,81.14,80.68,80.35,80.09,79.84,-2.15,-2.41,-2.68,-2.89,-2.96,-2.97,79.525,-1.6,-1.28,-1.28,711.5,712.25,446.25,444.25,691.0,691.25,4.45,7.19,7.68,81.72,81.59,81.01,80.53,80.17,79.91,79.66,-2.19,-2.44,-2.74,-2.96,-3.04,-3.07,79.42,-1.5,-1.3,-1.3,709.0,710.0,444.75,443.5,686.25,689.25,4.45,6.99,7.68,82.36,82.28,81.57,81.02,80.65,80.35,80.06,-2.27,-2.51,-2.84,-3.06,-3.12,-3.14,80.06,-1.4,-1.2,-1.2,712.25,713.25,446.25,444.75,690.5,693.25,4.35,6.99,7.68,80.905,80.81,80.17,79.7,79.36,79.11,78.85,-2.18,-2.45,-2.76,-2.99,-3.06,-3.1,78.635,-1.2,-1.3,-1.3,698.5,701.25,439.25,437.5,680.75,683.5,4.26,6.59,6.91
77.46,77.56,78.0,77.77,77.49,77.22,76.96,-1.99,-2.34,-2.64,-2.9,-3.08,-3.08,76.855,-0.65,-1.1,-1.35,689.5,690.75,429.25,427.5,673.5,671.75,4.26,5.54,6.67,76.885,77.46,77.71,77.53,77.28,77.04,76.79,-2.1,-2.51,-2.85,-3.11,-3.27,-3.28,76.505,-0.7,-1.15,-1.4,688.25,689.25,428.25,426.25,671.5,669.25,4.73,5.54,6.67,75.94,76.37,76.73,76.62,76.44,76.23,76.02,-2.06,-2.45,-2.77,-2.97,-3.1,-3.12,75.225,-0.9,-1.1,-1.4,683.5,684.25,424.75,422.25,663.25,659.75,4.91,5.73,6.67,75.99,76.53,76.83,76.7,76.51,76.29,76.06,-2.02,-2.35,-2.62,-2.79,-2.91,-2.9,75.435,-1.35,-1.35,-1.4,683.75,684.25,422.25,419.75,659.25,657.5,4.96,5.73,6.67,75.06,76.13,76.48,76.41,76.28,76.09,75.86,-1.79,-2.18,-2.5,-2.68,-2.81,-2.85,74.765,-1.35,-1.35,-1.4,678.5,679.5,421.5,419.25,654.0,654.75,4.96,6.3,6.67
74.46,74.39,74.77,74.95,74.99,74.93,74.79,-1.87,-2.05,-2.27,-2.34,-2.4,-2.41,72.555,-1.38,-1.78,-2.0,654.75,654.5,431.5,429.25,652.5,650.75,4.35,7.26,7.32,75.125,75.01,75.5,75.71,75.79,75.75,75.62,-1.87,-2.05,-2.3,-2.38,-2.45,-2.46,73.295,-1.35,-1.75,-2.0,661.75,662.5,436.5,433.5,661.75,660.0,4.35,8.4,7.32,74.93,74.73,75.24,75.48,75.56,75.55,75.45,-1.8,-1.98,-2.17,-2.24,-2.29,-2.28,72.94,-1.55,-1.9,-2.1,664.25,665.0,437.5,432.5,660.0,660.5,4.31,8.4,7.32,74.71,74.52,75.09,75.34,75.5,75.55,75.48,-1.8,-1.92,-2.16,-2.26,-2.28,-2.31,72.58,-1.7,-2.0,-2.15,662.75,663.75,435.25,430.0,656.0,656.5,4.26,8.4,6.91,73.98,73.87,74.3,74.57,74.71,74.76,74.69,-1.96,-2.16,-2.36,-2.44,-2.46,-2.46,71.83,-1.6,-1.9,-2.1,655.75,655.75,426.25,422.25,647.5,648.0,4.17,8.6,6.91
77.9,79.37,79.11,78.75,78.42,78.04,77.61,-2.77,-2.82,-2.86,-2.95,-2.96,-2.95,77.125,-1.45,-1.32,-1.47,675.75,675.5,443.25,443.0,661.25,660.75,4.45,6.11,6.67,75.74,77.6,77.39,77.1,76.81,76.46,76.06,-2.67,-2.79,-2.87,-2.95,-2.96,-2.94,75.155,-1.36,-1.2,-1.45,665.5,665.25,431.75,431.75,646.5,646.0,4.45,6.69,6.67,76.265,77.83,77.67,77.35,77.07,76.72,76.35,-2.64,-2.79,-2.9,-3.0,-3.03,-3.04,75.16,-1.55,-1.55,-1.65,665.75,665.5,432.25,432.75,646.25,645.75,4.59,6.69,6.67,73.68,75.07,74.93,74.6,74.32,73.98,73.66,-2.63,-2.72,-2.81,-2.9,-2.96,-3.0,72.305,-1.65,-1.5,-1.55,644.25,643.75,415.75,416.25,622.5,623.25,4.45,6.69,6.87,72.925,74.29,74.16,73.87,73.62,73.32,73.01,-2.66,-2.8,-2.92,-3.03,-3.09,-3.13,71.61,-1.8,-1.55,-1.55,642.75,642.75,410.75,411.0,619.5,620.0,4.35,7.26,6.46
76.47,77.64,77.89,77.58,77.16,76.79,76.41,-2.81,-3.09,-3.1,-3.1,-3.14,-3.16,75.82,-1.25,-1.1,-1.0,689.75,684.5,428.0,426.0,665.5,659.25,4.08,6.49,7.64,75.95,77.04,77.1,76.79,76.42,76.05,75.67,-2.73,-3.03,-3.09,-3.12,-3.16,-3.18,74.995,-1.3,-1.15,-0.9,690.25,684.5,421.25,421.0,661.75,657.5,4.08,6.69,7.85,76.425,76.4,76.42,76.08,75.72,75.38,75.04,-2.91,-3.11,-3.19,-3.22,-3.28,-3.34,74.675,-1.15,-1.05,-0.8,684.5,679.25,416.25,415.25,666.5,658.25,3.89,6.88,7.64,79.035,79.05,79.11,78.73,78.31,77.92,77.54,-3.12,-3.26,-3.24,-3.24,-3.27,-3.28,77.54,-0.95,-1.05,-0.8,703.0,698.25,430.0,428.5,690.75,681.75,3.71,6.88,7.64,78.8,78.99,79.11,78.73,78.31,77.94,77.57,-3.29,-3.39,-3.33,-3.31,-3.35,-3.36,77.31,-1.05,-1.0,-0.8,701.0,696.5,435.0,432.5,688.5,680.25,3.71,6.69,7.52
75.105,74.91,74.29,73.74,73.18,72.62,72.12,-3.11,-3.18,-3.13,-3.07,-3.03,-2.99,70.825,-2.95,-1.7,-1.3,656.0,654.0,388.0,388.25,636.0,630.25,3.71,5.16,6.91,74.445,74.57,73.68,73.14,72.58,72.03,71.54,-3.12,-3.19,-3.16,-3.08,-3.04,-3.02,70.54,-2.73,-1.6,-1.3,656.25,653.0,385.25,385.5,635.25,627.5,3.71,5.35,6.91,74.81,74.57,73.74,73.19,72.66,72.11,71.61,-3.18,-3.2,-3.16,-3.08,-3.03,-2.98,70.625,-2.6,-1.6,-1.3,658.5,656.25,382.75,383.5,629.25,622.75,3.71,5.16,6.67,73.995,73.71,72.94,72.41,71.9,71.38,70.9,-3.09,-3.13,-3.09,-3.02,-2.97,-2.95,69.865,-2.35,-1.5,-1.3,647.75,646.0,376.75,377.5,621.0,616.0,3.52,5.35,6.28,75.255,75.02,74.23,73.67,73.11,72.54,72.02,-3.16,-3.18,-3.12,-3.04,-2.97,-2.96,71.055,-2.35,-1.5,-1.3,654.0,652.25,378.5,379.25,628.0,622.25,3.61,5.73,6.08
