17.675,22.69,26.29,29.68,32.23,34.14,35.52,-0.66,-0.87,-0.83,-0.72,-0.62,-0.61,17.115,-4.7,-4.5,-4.2,293.25,292.5,99.75,106.25,139.5,158.0,38.71,10.84,18.5,17.79,21.96,25.74,29.12,31.68,33.62,34.98,-0.48,-0.83,-0.92,-0.9,-0.67,-0.68,16.53,-4.7,-4.5,-4.2,287.0,285.75,91.0,101.0,132.75,151.75,33.62,10.84,15.17,21.1,24.22,27.26,30.32,32.69,34.32,35.45,-0.57,-0.74,-0.89,-0.73,-0.64,-0.65,18.77,-4.65,-4.5,-4.2,301.75,300.75,100.5,109.5,142.25,163.0,24.71,11.74,18.53,23.55,26.75,29.14,31.79,33.84,35.27,36.26,-0.65,-0.55,-0.43,-0.18,0.02,0.0,21.29,-4.7,-4.0,-4.0,305.5,304.25,110.5,119.0,163.0,184.0,22.8,12.64,12.13,24.04,26.8,29.39,31.99,33.91,35.24,36.13,-0.74,-0.62,-0.22,0.26,0.63,0.66,21.36,-3.5,-3.5,-3.5,307.75,305.75,104.75,119.5,159.25,180.75,19.61,13.09,11.22
50.49,50.42,49.54,49.44,49.43,49.56,49.7,-1.18,-0.85,-0.85,-0.99,-1.14,-1.24,47.025,-1.95,-1.85,-2.0,440.5,439.75,241.25,241.0,404.0,401.5,8.66,7.22,8.29,52.265,51.82,51.26,51.26,51.29,51.44,51.6,-1.54,-1.16,-1.1,-1.22,-1.35,-1.44,48.55,-2.05,-1.8,-2.0,444.75,444.0,248.75,246.75,412.75,410.0,8.21,7.22,8.29,54.945,54.68,54.05,54.0,53.95,54.0,54.07,-1.46,-1.07,-1.05,-1.17,-1.31,-1.4,50.99,-2.05,-1.8,-2.0,468.0,467.0,265.0,257.75,439.0,436.0,8.15,7.22,8.29,56.17,55.7,55.02,55.0,54.91,54.94,54.99,-1.33,-1.02,-1.01,-1.12,-1.28,-1.39,52.22,-2.0,-1.9,-2.05,485.25,484.25,266.25,260.75,455.75,452.25,7.77,8.13,8.29,55.975,55.61,55.07,55.03,54.94,55.0,55.05,-1.29,-1.01,-1.01,-1.16,-1.31,-1.39,52.6,-1.9,-2.15,-2.3,484.75,484.25,268.0,264.25,458.25,454.5,8.02,9.48,8.29
56.67,58.08,56.62,56.42,56.26,56.0,55.82,-1.05,-1.16,-1.36,-1.42,-1.54,-1.64,55.195,-1.4,-1.9,-1.9,500.0,501.0,255.0,249.25,483.0,473.25,9.93,9.03,11.22,57.765,58.69,57.57,57.16,56.82,56.43,56.16,-0.96,-0.99,-1.17,-1.24,-1.39,-1.53,56.105,-1.45,-2.05,-2.05,508.25,509.25,263.25,256.25,494.75,482.5,10.7,9.03,11.7,59.43,60.0,59.09,58.51,58.01,57.49,57.1,-0.98,-1.03,-1.14,-1.21,-1.43,-1.56,57.405,-2.0,-2.0,-2.0,522.5,523.25,270.75,267.25,503.0,492.0,11.21,11.29,11.22,59.275,59.9,59.18,58.63,58.16,57.66,57.27,-0.89,-1.0,-1.17,-1.29,-1.51,-1.68,57.295,-2.05,-2.05,-2.4,524.0,524.75,262.5,259.5,490.75,483.5,11.21,12.19,11.22,59.83,60.41,59.65,59.01,58.41,57.82,57.39,-0.59,-0.75,-0.93,-1.11,-1.36,-1.57,58.21,-1.85,-1.85,-2.2,533.5,535.75,269.75,264.75,494.25,485.25,12.74,11.96,13.17
66.765,66.0,65.3,64.7,64.11,63.49,62.96,-0.98,-1.19,-1.41,-1.64,-1.74,-1.85,61.83,-3.18,-3.23,-3.38,613.25,614.0,246.5,248.25,531.25,530.25,16.46,17.88,15.45,68.37,68.38,66.61,65.92,65.32,64.73,64.13,-0.83,-1.03,-1.25,-1.47,-1.58,-1.7,62.44,-3.6,-3.65,-3.8,620.75,621.25,252.75,251.0,538.5,537.0,15.59,17.88,14.45,69.365,68.16,66.88,66.14,65.53,64.94,64.33,-0.7,-0.86,-1.1,-1.31,-1.44,-1.56,62.89,-2.75,-2.8,-2.95,624.75,624.75,248.5,250.0,547.5,544.75,15.53,18.34,14.45,68.63,66.83,65.79,65.1,64.52,63.96,63.38,-0.44,-0.74,-1.02,-1.28,-1.4,-1.53,63.175,-2.2,-2.25,-2.4,613.0,614.5,240.25,241.75,550.0,543.25,14.99,17.88,14.45,67.835,66.26,65.32,64.64,64.11,63.58,63.02,-0.47,-0.78,-1.1,-1.4,-1.53,-1.68,62.68,-2.15,-2.2,-2.4,609.75,611.75,243.25,245.75,542.25,537.25,14.82,14.67,14.45
62.98,62.5,61.02,60.36,59.88,59.5,59.16,-0.59,-1.28,-1.62,-1.92,-2.07,-2.18,59.22,-1.9,-2.0,-2.3,571.5,571.25,175.0,175.0,532.0,514.75,13.08,11.92,12.5,64.795,63.33,62.68,62.02,61.53,61.13,60.76,-0.56,-1.26,-1.62,-1.91,-2.06,-2.14,60.93,-1.72,-1.82,-2.12,586.5,586.25,185.75,186.75,553.5,535.75,13.52,11.92,12.04,64.975,63.69,62.61,61.9,61.4,61.0,60.63,-0.72,-1.35,-1.7,-2.0,-2.19,-2.27,61.135,-1.8,-1.9,-2.2,586.75,586.75,194.5,194.75,552.25,531.25,13.95,11.92,12.5,65.01,63.87,62.87,62.22,61.72,61.32,60.95,-0.75,-1.39,-1.7,-2.0,-2.18,-2.34,61.85,-1.95,-2.1,-2.4,590.0,589.75,196.25,196.75,552.5,533.5,13.63,11.69,12.5,64.575,63.47,62.41,61.67,61.19,60.8,60.44,-0.72,-1.35,-1.75,-2.1,-2.28,-2.37,61.62,-1.34,-1.9,-2.32,583.0,582.5,194.25,193.75,540.25,521.75,13.08,13.3,12.27
59.22,60.16,59.33,58.62,58.06,57.64,57.31,-1.13,-1.75,-2.22,-2.52,-2.64,-2.67,59.715,-0.15,-1.3,-1.5,565.75,565.5,236.75,212.0,500.5,485.75,11.99,7.34,13.64,60.105,60.86,60.42,59.77,59.27,58.89,58.59,-1.13,-1.78,-2.27,-2.57,-2.67,-2.68,60.165,-0.2,-1.0,-1.3,581.75,580.75,216.25,205.75,515.25,500.0,12.43,7.57,14.54,61.095,61.82,61.47,60.89,60.44,60.05,59.73,-1.19,-1.88,-2.34,-2.58,-2.66,-2.69,60.975,-0.4,-1.4,-1.6,591.5,590.75,216.25,210.25,515.75,505.0,12.43,8.25,14.54,61.88,61.79,61.5,60.94,60.47,60.06,59.71,-1.31,-1.94,-2.39,-2.61,-2.65,-2.65,60.36,-0.65,-1.55,-1.7,598.0,596.0,228.75,214.5,509.25,496.75,13.08,11.0,14.45,61.59,61.49,61.22,60.71,60.24,59.84,59.51,-1.36,-1.93,-2.37,-2.57,-2.61,-2.58,59.97,-1.05,-1.45,-1.75,600.5,597.5,229.0,214.5,505.25,495.5,13.95,11.0,15.77
60.91,60.83,60.17,59.38,58.81,58.4,58.07,-1.2,-1.67,-2.21,-2.75,-2.89,-3.0,57.455,-2.21,-2.26,-2.51,587.75,589.0,294.5,258.0,485.0,476.25,8.94,12.38,8.32,62.575,62.3,61.38,60.52,59.88,59.42,59.04,-1.11,-1.61,-2.18,-2.72,-2.83,-2.88,59.03,-2.15,-2.2,-2.45,599.75,599.75,326.75,270.0,491.75,483.25,8.5,11.92,8.32,62.145,61.75,60.77,59.93,59.31,58.87,58.53,-0.98,-1.54,-2.16,-2.71,-2.81,-2.88,58.645,-2.35,-2.4,-2.65,591.5,592.5,385.0,303.25,484.0,475.25,8.07,10.09,8.32,62.285,62.08,61.1,60.2,59.55,59.1,58.75,-1.08,-1.58,-2.16,-2.68,-2.76,-2.81,58.94,-2.25,-2.3,-2.55,594.5,595.0,358.0,289.25,484.75,475.0,6.98,10.09,8.32,64.03,63.77,62.75,61.75,61.08,60.59,60.21,-1.24,-1.67,-2.27,-2.74,-2.8,-2.85,61.69,-1.65,-2.15,-2.45,603.75,604.5,339.5,283.0,499.25,489.0,7.3,9.63,8.11
59.17,60.38,58.7,57.97,57.47,57.18,56.98,-1.05,-1.39,-1.71,-2.16,-2.48,-2.66,57.83,-1.15,-1.6,-3.0,562.0,561.75,272.0,265.25,436.75,438.5,6.32,5.27,6.36,60.51,60.64,60.12,59.47,59.02,58.75,58.56,-1.04,-1.41,-1.76,-2.23,-2.54,-2.68,59.42,-1.1,-1.6,-3.35,571.75,571.75,286.25,278.5,451.25,453.0,6.54,5.27,6.36,60.455,60.67,60.14,59.47,59.01,58.73,58.55,-1.06,-1.4,-1.74,-2.17,-2.48,-2.61,59.69,-1.0,-1.55,-3.3,570.0,570.25,288.5,281.75,452.0,453.75,6.76,5.27,6.79,58.37,58.74,58.21,57.59,57.16,56.91,56.75,-0.93,-1.32,-1.72,-2.2,-2.51,-2.66,57.69,-0.7,-1.1,-2.9,553.5,554.25,288.5,279.25,435.5,437.0,6.76,5.27,6.79,58.745,58.97,58.45,57.84,57.38,57.11,56.94,-1.02,-1.45,-1.84,-2.33,-2.67,-2.79,58.055,-0.7,-1.1,-2.9,556.0,556.5,286.75,275.0,439.75,441.25,6.98,5.27,6.82
63.91,65.16,64.9,64.41,63.95,63.55,63.29,-1.38,-1.68,-2.08,-2.52,-2.92,-3.15,65.24,0.1,-0.6,-1.2,599.75,601.25,379.0,371.0,503.0,502.25,4.09,5.27,6.57,63.05,63.98,63.91,63.47,63.03,62.66,62.43,-1.48,-1.72,-2.09,-2.52,-2.9,-3.11,64.105,0.1,-0.55,-1.05,590.0,591.5,367.75,361.0,496.0,495.25,4.09,5.04,6.57,62.455,63.48,63.4,62.98,62.56,62.23,62.03,-1.45,-1.64,-2.0,-2.43,-2.79,-3.03,63.32,-0.15,-0.65,-1.15,584.25,586.0,361.75,354.5,491.5,490.75,4.09,5.5,6.57,62.28,63.15,63.01,62.63,62.22,61.91,61.73,-1.36,-1.69,-2.07,-2.51,-2.87,-3.09,62.955,0.0,-0.6,-1.1,581.25,583.25,359.75,352.75,489.0,488.0,4.03,5.5,6.57,63.425,63.69,63.59,63.2,62.8,62.47,62.27,-1.32,-1.59,-1.97,-2.38,-2.72,-2.95,63.305,0.0,-0.6,-1.1,585.75,587.5,358.75,351.75,495.5,494.25,4.03,5.5,6.57
66.145,66.75,65.61,65.21,64.91,64.62,64.37,-1.87,-1.94,-2.06,-2.19,-2.38,-2.51,64.07,-1.46,-1.25,-1.1,593.5,594.75,387.75,381.75,514.0,511.5,5.01,5.5,6.82,66.1,66.33,65.48,65.09,64.81,64.54,64.31,-1.65,-1.86,-2.05,-2.23,-2.4,-2.51,63.74,-1.1,-1.05,-1.05,592.75,594.25,383.5,378.25,514.0,511.5,5.23,5.5,7.04,66.685,66.4,65.57,65.18,64.9,64.66,64.45,-1.74,-1.93,-2.11,-2.29,-2.48,-2.61,63.725,-0.95,-1.05,-1.05,598.0,599.25,381.75,374.0,513.25,510.75,5.45,5.96,7.04,65.97,65.44,64.62,64.2,63.91,63.68,63.48,-1.8,-1.94,-2.09,-2.28,-2.46,-2.58,62.695,-0.95,-1.05,-1.05,587.25,588.75,371.0,365.0,500.25,497.75,5.45,5.96,7.23,64.91,64.28,63.58,63.18,62.91,62.69,62.5,-1.83,-1.98,-2.15,-2.33,-2.5,-2.63,61.62,-1.4,-1.45,-1.4,578.0,579.75,370.25,360.25,493.5,491.0,5.45,5.96,7.23
