-3.3,28.335
-3.59,28.0
-3.72,26.445
-3.78,25.465
-3.72,25.095
-3.9,23.02
-4.28,23.835
-4.2,19.32
-4.31,19.36
-4.81,19.67
-4.59,16.945
-4.86,14.675
-5.12,13.615
-4.1,16.01
-4.25,16.295
-4.26,14.21
-3.47,13.24
-3.41,19.095
-3.32,20.14
-3.54,18.855
-3.01,18.075
-3.29,20.655
-3.54,23.73
-3.42,22.32
-3.52,22.97
-3.51,22.475
-4.4,23.67
-4.05,19.125
-3.62,15.135
-4.18,17.675
-4.08,17.79
-4.48,21.1
-4.66,23.55
-4.89,24.04
-5.33,24.595
-5.37,22.195
-5.09,25.38
-4.88,24.12
-5.12,22.99
-3.51,27.8
-3.7,27.945
-4.44,31.845
-4.47,30.805
-4.26,34.875
-3.99,35.565
-3.27,35.45
-3.84,45.51
-4.16,51.505
-4.07,51.72
-4.32,52.11
-4.35,51.675
-4.52,50.49
-4.08,52.265
-3.79,54.945
-3.97,56.17
-3.81,55.975
-3.86,58.565
-4.18,60.215
-4.57,59.61
-4.5,57.31
-4.25,57.72
-4.27,56.96
-4.3,56.17
-4.08,55.65
-3.88,53.74
-3.84,53.115
-4.09,53.975
-4.01,53.97
-4.07,54.86
-4.04,53.6
-4.04,53.52
-4.46,56.67
-4.39,57.765
-4.55,59.43
-4.55,59.275
-4.39,58.35
-4.49,59.83
-4.53,61.265
-4.43,62.3
-4.44,63.92
-4.51,64.42
-4.41,63.915
-4.41,64.35
-4.6,63.43
-4.6,64.535
-4.5,64.155
-4.55,66.425
-4.64,66.385
-4.58,67.51
-4.55,68.785
-4.65,69.96
-4.53,68.34
-4.27,66.09
-4.4,66.765
-4.44,68.37
-4.44,69.365
-4.26,68.63
-4.2,67.835
-4.16,67.475
-4.0,68.47
-3.92,68.565
-3.88,68.36
-3.93,67.955
-3.81,67.69
-3.81,66.84
-3.74,65.445
-3.87,66.56
-3.84,66.875
-3.78,66.895
-3.71,66.11
-3.75,65.41
-3.9,63.3
-4.2,63.575
-4.29,62.98
-4.07,64.795
-4.11,64.975
-4.0,65.01
-3.86,64.575
-3.8,64.365
-3.72,64.415
-3.92,63.51
-3.96,62.025
-3.74,62.405
-3.95,63.185
-3.84,62.4
-3.71,62.22
-3.69,62.31
-3.8,62.345
-3.67,61.67
-3.73,62.53
-4.02,62.1
-4.16,62.665
-4.09,62.515
-4.08,60.34
-4.15,59.22
-4.61,60.105
-4.64,61.095
-4.48,60.525
-4.23,61.88
-4.18,61.59
-4.12,60.43
-4.45,60.325
-4.34,58.855
-4.55,59.765
-4.72,58.98
-4.94,59.45
-4.97,59.42
-4.84,59.09
-4.83,60.915
-4.58,59.095
-4.65,59.765
-4.85,58.39
-4.6,60.0
-4.64,58.875
-4.57,57.81
-4.46,58.05
-4.61,59.955
-4.24,60.91
-4.2,62.575
-4.32,62.145
-4.02,62.285
-4.1,64.03
-4.23,64.31
-4.34,64.6
-4.28,64.495
-4.32,64.25
-4.43,65.685
-4.77,68.195
-4.11,61.09
-4.04,60.82
-4.13,63.07
-3.97,64.575
-3.7,63.86
-3.78,61.325
-3.72,62.61
-3.66,60.74
-3.64,58.05
-3.27,58.56
-3.39,59.17
-3.39,60.51
-3.5,60.455
-3.88,58.37
-4.01,58.745
-3.83,59.6
-3.82,60.64
-3.39,59.275
-3.32,59.115
-3.56,58.225
-3.36,57.625
-3.73,57.955
-3.65,60.27
-3.81,57.45
-4.06,57.615
-4.4,56.515
-4.79,55.245
-4.47,58.795
-4.49,59.52
-5.25,61.25
-5.33,62.55
-5.66,63.91
-5.84,63.05
-5.98,62.455
-6.17,62.28
-6.17,63.425
-6.3,63.915
-6.19,62.75
-6.15,62.71
-5.86,61.265
-5.66,61.065
-5.63,63.86
-5.72,66.02
-5.54,66.83
-5.56,67.09
-5.51,67.345
-5.8,66.655
-5.76,64.285
-5.76,65.065
-5.89,64.37
-5.75,63.725
-5.85,63.27
-5.61,62.685
-5.57,64.93
-5.66,66.145
-5.64,66.1
-5.63,66.685
-5.87,65.97
-5.99,64.91
-6.28,66.025
-6.04,64.97
-6.64,62.595
-6.63,63.075
-7.12,62.425
-7.09,63.095
-6.85,62.865
-6.97,62.355
-6.84,64.145
-6.85,64.42
-6.81,64.535
-6.58,62.44
-6.63,62.105
-6.45,63.705
-6.41,63.335
-6.81,65.61
-6.88,68.16
-7.86,69.38
-7.61,70.425
-7.1,68.495
-6.84,68.49
-6.87,71.825
-6.73,72.55
-6.92,73.2
-6.77,73.82
-7.16,74.69
-7.14,73.49
-6.93,72.65
-6.68,72.33
-6.46,71.86
-6.41,70.35
-6.38,71.075
-6.67,70.82
-6.9,71.985
-6.97,70.355
-6.77,71.915
-7.11,72.45
-7.22,71.59
-7.01,71.2
-7.24,74.31
-6.95,73.735
-6.77,73.69
-6.28,71.0
-6.16,71.185
-6.2,70.915
-6.45,70.87
-6.05,71.585
-6.26,71.195
-6.06,71.56
-5.81,70.82
-5.93,71.185
-5.96,70.1
-5.96,69.74
-5.84,69.23
-5.92,69.62
-6.28,69.18
-6.53,67.99
-6.69,66.52
-6.81,67.68
-6.6,67.73
-6.76,67.005
-6.65,66.31
-6.86,68.11
-6.95,68.215
-6.97,67.39
-6.89,66.86
-7.02,66.28
-7.28,66.275
-7.76,66.125
-7.99,65.54
-8.09,65.215
-7.91,63.51
-7.82,64.645
-7.98,64.265
-7.7,64.4
-7.68,64.59
-7.36,63.905
-8.09,65.065
-8.21,65.375
-8.38,64.405
-8.33,64.155
-8.52,67.065
-8.78,66.95
-8.41,66.865
-8.54,65.935
-8.58,66.43
-8.42,65.785
-8.05,63.895
-7.66,63.475
-7.56,62.57
-7.88,61.31
-7.56,61.96
-7.45,60.965
-7.17,62.305
-7.07,61.695
-6.81,62.295
-6.38,62.14
-6.54,62.195
-7.12,62.345
-7.25,61.4
-7.5,59.705
-7.42,61.495
-7.49,61.115
-7.85,60.98
-7.92,60.975
-7.93,62.34
-8.05,61.99
-8.22,59.85
-8.09,59.925
-7.72,58.74
-8.13,59.025
-8.21,59.465
-8.35,60.46
-8.3,59.56
-8.27,56.94
-8.42,57.035
-8.32,55.475
-8.16,53.235
-8.03,53.85
-7.47,50.21
-8.19,51.585
-7.72,51.23
-8.93,52.965
-9.22,55.83
-9.11,55.475
-8.8,58.17
-8.61,59.155
-8.51,59.3
-8.47,60.23
-8.44,59.74
-8.92,60.065
-8.93,61.6
-8.36,57.345
-8.64,61.255
-8.76,61.085
-8.47,60.345
-8.22,57.3
-8.42,58.55
-8.68,58.355
-8.95,59.38
-8.92,59.605
-8.09,57.655
-9.2,61.425
-9.04,61.88
-9.61,62.265
-9.98,64.47
-10.08,65.575
-9.93,65.585
-10.06,64.7
-9.9,65.065
-10.22,69.02
-9.92,67.955
-10.1,69.595
-9.89,70.215
-9.56,70.24
-9.4,72.325
-9.17,71.44
-9.13,71.675
-9.57,75.495
-9.54,75.835
-9.84,77.84
-9.46,77.64
-9.11,77.61
-9.29,77.555
-9.59,78.09
-9.6,80.295
-9.6,80.635
-9.35,80.21
-9.24,80.5
-8.83,81.0
-8.75,81.035
-8.61,80.855
-9.05,81.29
-9.46,83.93
-9.33,85.205
-9.17,83.985
-9.45,85.155
-9.41,86.155
-9.18,85.73
-9.21,85.81
-9.06,84.685
-9.05,83.645
-8.72,81.835
-8.73,81.72
-8.76,82.36
-8.12,80.905
-7.8,78.8
-7.82,78.755
-8.07,79.22
-8.57,79.095
-8.54,78.29
-8.56,77.795
-8.99,77.595
-8.61,79.185
-9.22,77.93
-9.02,76.635
-8.65,75.51
-8.58,75.59
-8.41,76.89
-8.39,77.525
-8.47,77.785
-8.31,77.46
-8.31,76.885
-8.01,75.94
-8.31,75.99
-8.01,75.06
-7.85,73.82
-7.75,73.175
-7.67,71.275
-7.82,70.83
-7.55,70.625
-7.43,69.825
-7.43,68.865
-7.45,71.09
-7.22,70.975
-7.16,71.27
-7.34,70.625
-7.53,70.495
-7.53,72.745
-6.99,72.625
-7.14,72.44
-7.01,73.175
-7.2,72.475
-7.62,74.46
-7.5,75.125
-7.75,74.93
-7.5,74.71
-7.58,73.98
-7.56,73.735
-7.45,73.615
-7.14,72.155
-7.18,72.155
-6.98,70.54
